,text,intent
50,what is the latest flight leaving boston to denver,atis_flight
51,okay i would like to know the type of aircraft used on a flight from cleveland to dallas please,atis_aircraft
52,please show me the flights from las vegas to detroit on the twenty eighth,atis_flight
53,what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,atis_airline
54,i'd like to take a flight that begins in boston and lands at dallas fort worth but i'd like to stop over in philadelphia,atis_flight
55,give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee,atis_flight
56,american airlines from denver to milwaukee,atis_flight
57,what flight is available at noontime from boston to washington what flight is available around noontime from boston to washington,atis_flight
58,i need a return flight from philadelphia to boston,atis_flight
59,northwest flights with stops in denver,atis_flight
60,what is the first class fare from baltimore to dallas,atis_airfare
61,could you please tell me the airlines that fly from toronto to san diego,atis_airline
62,what is the earliest flight from memphis to cincinnati on june thirtieth,atis_flight
63,show me the nonstop flights from dallas to houston,atis_flight
64,show me economy fares from dallas to baltimore,atis_airfare
65,i would like a flight on continental airlines on august twentieth from washington to pittsburgh,atis_flight
66,do you have a flight on wednesday from denver to washington dc nonstop,atis_flight
67,what is ewr,atis_abbreviation
68,i want to fly boston to san francisco,atis_flight
69,what flight leaves dallas for atlanta on august twenty seventh in the evening,atis_flight
70,wednesday morning flights between baltimore and newark,atis_flight
71,show me flights from dallas to pittsburgh,atis_flight
72,what flights are there arriving in chicago on continental after 11 pm,atis_flight
73,what is the lowest cost fare that delta has between boston and san francisco,atis_airfare
74,i'd like to go from boston to san francisco,atis_flight
75,round trip air fares from pittsburgh to philadelphia less than 1000 dollars,atis_airfare
76,does any airline have a jet flight between pittsburgh and baltimore,atis_airline
77,what is mco,atis_abbreviation
78,show me the flights from newark new jersey to ontario international next saturday,atis_flight
79,i want to fly from dallas fort worth to philadelphia,atis_flight
80,show me flights between new york city and las vegas,atis_flight
81,show me all first class prices from dallas to baltimore,atis_airfare
82,is there a flight between san francisco and boston with a stopover in dallas fort worth,atis_flight
83,show me ground transportation information for san francisco,atis_ground_service
84,need an inexpensive flight from baltimore to san francisco,atis_flight
85,find the earliest flight from boston to oakland that serves breakfast,atis_flight
86,i'd like to fly from philadelphia to dallas to san francisco,atis_flight
87,show me all the direct flights from atlanta to baltimore,atis_flight
88,latest flight from houston to san jose,atis_flight
89,what're the flights from new york city to las vegas that arrive on a sunday,atis_flight
90,i would like to fly united airlines from washington dc to denver colorado,atis_flight
91,okay i need to see economy flights on united between dallas and baltimore,atis_flight
92,please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast,atis_flight
93,i need information for flights leaving baltimore and arriving in atlanta,atis_flight
94,show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow,atis_flight
95,show me the fares from dallas to san francisco,atis_airfare
96,please give me flights available from baltimore to philadelphia,atis_flight
97,what are the flights on january first 1992 from boston to san francisco,atis_flight
98,flights from denver to baltimore between 10 am and 2 pm,atis_flight
99,what ground transportation is there in atlanta,atis_ground_service
100,list nonstop flights from baltimore washington to oakland that arrive between 445 and 515 pm,atis_flight
101,show flights from baltimore to san francisco between 6 pm and 8 pm on friday,atis_flight
102,i want to fly from denver to san francisco,atis_flight
103,coach fares only weekdays for denver to boston,atis_airfare
104,what are the coach fares for flights from newark to la leaving after 3 pm,atis_airfare
105,from philadelphia to toronto,atis_flight
106,i would like a nonstop flight from philadelphia to pittsburgh,atis_flight
107,what are my choices of flights leaving early afternoon from minneapolis to indianapolis,atis_flight
108,what is the cheapest flight flying from boston to atlanta before 8,atis_flight
109,list possible round trip daily flights between boston and oakland,atis_flight
110,please give me round trip fares from baltimore to philadelphia,atis_airfare
111,find a flight from long beach to st. louis stopping in dallas,atis_flight
112,please list the flights from st. paul to kansas city on friday night that serve meals,atis_flight
113,what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth,atis_airfare
114,can you show me the flights from baltimore to dallas,atis_flight
115,i need flight information on saturday for a flight from philadelphia to dallas,atis_flight
116,show me the flights from denver that go to pittsburgh and then atlanta,atis_flight
117,what is the earliest flight you have leaving boston heading to philadelphia,atis_flight
118,what are the least expensive flights from denver to atlanta,atis_flight
119,what kind of ground transportation is there once i get to dallas,atis_ground_service
120,show me the flights that go from atlanta to washington on thursday mornings,atis_flight
121,find a flight on delta from philadelphia to san francisco,atis_flight
122,do you have any flights from boston to dallas fort worth that stop over in philadelphia,atis_flight
123,what is ff,atis_abbreviation
124,show all nonstop flights from boston to san francisco,atis_flight
125,what kind of ground transportation is available in denver,atis_ground_service
126,i would like to travel from indianapolis to houston,atis_flight
127,find travel arrangements for a round trip flight from boston to pittsburgh,atis_flight
128,please list the tuesday flights from atlanta to st. louis,atis_flight
129,show me all flights from atlanta to san francisco,atis_flight
130,what is the cheapest fare i can get from dallas to denver,atis_airfare
131,what is the latest flight from salt lake city to st. petersburg,atis_flight
132,chicago to san francisco on continental,atis_flight
133,could you show me all the flights from oakland to salt lake city,atis_flight
134,san francisco to philadelphia please,atis_flight
135,flights from nashville to seattle,atis_flight
136,what flights are available friday afternoon from philadelphia to oakland california,atis_flight
137,tell me about flights from toronto to salt lake city leaving toronto between 530 and 7 pm,atis_flight
138,what kinds of ground transportation is available in dallas fort worth,atis_ground_service
139,requesting flight information from boston to denver on wednesday,atis_flight
140,can you list all flights departing from toronto and landing in san diego with a stopover in denver,atis_flight
141,all flights from denver to pittsburgh leaving after 6 pm and before 7 pm,atis_flight
142,list flights from phoenix to detroit on wednesday,atis_flight
143,show me the flights from love field to any other airport,atis_flight
144,find a flight from charlotte to las vegas that stop in st. louis that serve dinner and i want to find the airline for this flight,atis_flight
145,list all flights from washington dc to tampa florida,atis_flight
146,can you tell me the cheapest one way fare from boston to san francisco,atis_airfare
147,what airlines are there,atis_airline
148,i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm it must be a nonstop flight,atis_flight
149,is there an airline that advertises having more flights than any other airline,atis_airline
150,phoenix to denver,atis_flight
151,what is the lowest fare from denver to atlanta,atis_airfare
152,all flights from boston to washington dc on november eleventh,atis_flight
153,flight from nashville to cleveland,atis_flight
154,i would like to see the flights from baltimore to philadelphia please,atis_flight
155,i want a flight on twa from boston to denver,atis_flight
156,can you list flights from boston to washington with the lowest one way fares that leave on saturday,atis_flight
157,give me flights that arrive in baltimore from atlanta denver and pittsburgh,atis_flight
158,all flights leaving washington dc to san francisco that are first class,atis_flight
159,i need a flight from baltimore to seattle,atis_flight
160,what are the ground transportation services in philadelphia,atis_ground_service
161,what does fare code qo mean,atis_abbreviation
162,ground transportation washington,atis_ground_service
163,show me the latest flight to love field,atis_flight
164,what airlines fly between boston and atlanta,atis_airline
165,what is american's last flight from boston to washington dc on july twenty first,atis_flight
166,show flights from boston to denver on wednesday morning,atis_flight
167,show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon,atis_flight
168,list all daily flights between boston and oakland and between oakland and boston using delta airlines,atis_flight
169,i need a flight from ontario to los angeles on a thursday,atis_flight
170,what are the fares from dallas to san francisco on flight dl 217,atis_airfare
171,what are the flights from montreal to chicago,atis_flight
172,list daily flights of united airline from denver to baltimore with first class service,atis_flight
173,is there ground transportation from the atlanta airport to downtown atlanta,atis_ground_service
174,please show me early morning flights from atlanta to philadelphia on wednesday,atis_flight
175,what flights from baltimore to san francisco arrive before 8 pm in san francisco,atis_flight
176,okay could you get me a round trip ticket from indianapolis to kansas city,atis_airfare
177,show me the flights from miami to denver,atis_flight
178,what is the earliest flight flying from pittsburgh to atlanta on july fifth,atis_flight
179,find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,atis_flight
180,what ground transportation is available in newark,atis_ground_service
181,i want a flight from philadelphia to dallas with a stop in atlanta,atis_flight
182,i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,atis_flight
183,when is the first flight leaving from oakland to boston,atis_flight
184,flights from phoenix to las vegas,atis_flight
185,tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm,atis_flight
186,show me delta flights from dallas to denver,atis_flight
187,in denver what kind of ground transportation is there from the airport to downtown,atis_ground_service
188,give me a flight from philadelphia to denver on sunday,atis_flight
189,show me all fares between philadelphia and san francisco that are less than 200 dollars one way,atis_airfare
190,explain meal codes sd d,atis_abbreviation
191,i want the flights from denver to pittsburgh,atis_flight
192,what are all flights from boston to denver,atis_flight
193,show me the cheapest fare from dallas to baltimore,atis_airfare
194,i'm trying to fly from denver to boston and i want a flight that serves a meal,atis_flight
195,what's the cheapest fare from san francisco to baltimore,atis_airfare
196,list the round trip flights from st. paul to san jose,atis_flight
197,what's the earliest flight i can get between boston and dallas,atis_flight
198,i'd like to know what type of plane flies from boston to dallas fort worth after 530,atis_aircraft
199,could you please show me all the weekday flights between denver and dallas,atis_flight
200,i'd like to fly from columbus to nashville tomorrow morning,atis_flight
201,which of the flights from pittsburgh to baltimore on july twenty fifth 1991 carries the smallest number of passengers,atis_flight
202,show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday,atis_flight
203,list the takeoffs and landings at general mitchell international,atis_flight
204,can you give me a list of the flights from atlanta to boston,atis_flight
205,show me the first class fares from baltimore to dallas,atis_airfare
206,flight information from denver to san francisco,atis_flight
207,can you tell me how to get from the airport in philadelphia to downtown,atis_flight
208,flights from baltimore to philadelphia please,atis_flight
209,show me the flights from los angeles to pittsburgh which arrive at pittsburgh on monday,atis_flight
210,what are the flights dallas to boston on monday morning,atis_flight
211,i'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh,atis_flight
212,shortest flight from ontario california to orlando florida,atis_flight
213,flights between new york and miami,atis_flight
214,what flights go from pittsburgh to newark after 823 in the morning,atis_flight
215,show me all flights from san francisco to la guardia nonstop,atis_flight
216,list all daily flights between boston and oakland as well as boston and oakland using american airline,atis_flight
217,show me about the ground transportation in boston,atis_ground_service
218,list the flights from philadelphia to dallas on american airlines,atis_flight
219,show me the fares for delta flights from dallas to san francisco,atis_airfare
220,what type of aircraft are used on flights from cleveland to dallas that leave before noon,atis_aircraft
221,do you have a night flight from washington to boston on august twenty seventh,atis_flight
222,what nonstop flights are available from oakland to pittsburgh,atis_flight
223,are there any flights next monday morning from pittsburgh to san francisco,atis_flight
224,please show me the return flights from miami to new york,atis_flight
225,ground transportation in baltimore,atis_ground_service
226,show me flights from denver to atlanta on june sixteenth,atis_flight
227,show me the cheapest flights from san francisco to boston,atis_flight
228,explain fare code qx,atis_abbreviation
229,i would like to fly from pittsburgh to san francisco,atis_flight
230,i'm trying to find a flight from columbus to phoenix through cincinnati,atis_flight
231,show me the flights from salt lake city to st. petersburg on wednesday,atis_flight
232,show me all ground transportation in washington dc,atis_ground_service
233,i'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible,atis_airfare
234,show me the airlines that fly from san francisco to boston,atis_airline
235,do you have a flight from atlanta to baltimore nonstop on a boeing 757 arriving baltimore around 7 pm,atis_flight
236,show me flights available from atlanta to baltimore leaving on monday morning,atis_flight
237,can you list all flights from toronto to san diego,atis_flight
238,please give me direct morning flights from pittsburgh to atlanta,atis_flight
239,is there limousine service available at baltimore airport,atis_ground_service
240,show me the flights from toronto to salt lake city which leave toronto after 6 pm,atis_flight
241,can i get a rental car in dallas,atis_ground_service
242,i need a listing of flights from new york city to montreal canada departing thursday in the morning,atis_flight
243,i'd like to find the cheapest one way fare from baltimore to denver,atis_airfare
244,show me flights from baltimore to philadelphia please,atis_flight
245,how much does the american airlines flight 71 from dallas to san francisco cost,atis_airfare
246,what is the earliest flight arriving in charlotte from st. louis on friday,atis_flight
247,show me the cheapest flights round trip from new york to san jose,atis_flight
248,first class round trip airfare from indianapolis to memphis,atis_airfare
249,tell me about ground transportation at san francisco,atis_ground_service
250,show flights from denver to oakland that arrive after 12 o'clock,atis_flight
251,please list the flights from dallas fort worth to dc baltimore on july twenty third,atis_flight
252,i want to fly from philadelphia to dallas to san francisco on monday july eighth,atis_flight
253,show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth,atis_flight
254,flight from long beach to columbus on twenty seventh,atis_flight
255,what are the classes of service for continental airlines,atis_flight
256,what is the earliest flight from boston to bwi that serves a snack,atis_flight
257,show me flights from washington dc to san francisco with a stopover in denver,atis_flight
258,what airlines flies out of atlanta,atis_airline
259,list flights from houston to memphis june twenty ninth,atis_flight
260,i need a late flight from san francisco to boston on wednesday,atis_flight
261,what type of aircraft leaves from boston to washington dc at 9 am,atis_aircraft
262,flights from baltimore to san francisco,atis_flight
263,show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,atis_flight
264,i'm looking for flights from pittsburgh to philadelphia leaving before 9 am,atis_flight
265,i'd like the cheapest one way fare from boston to atlanta please,atis_airfare
266,show me flights between new york city and las vegas on sunday,atis_flight
267,what is the cheapest one way fare from boston to baltimore,atis_airfare
268,weekday flights from san francisco to denver,atis_flight
269,show me the nonstop flights from nashville to st. louis,atis_flight
270,i'd like to find a flight from miami florida to las vegas nevada that would arrive before 4 pm on sunday,atis_flight
271,show me the lowest price from dallas to baltimore,atis_flight
272,i'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth,atis_flight
273,please list all available flights from oakland california to philadelphia on wednesday,atis_flight
274,how much is a first class ticket from baltimore to san francisco,atis_airfare
275,list all flights from new york to las vegas that fly nonstop on sunday and list flights from memphis to las vegas that fly nonstop on sunday,atis_flight
276,show me the latest flight from las vegas to denver,atis_flight
277,i want information on flights from atlanta to washington dc give me information on flights after 4 pm on wednesday,atis_flight
278,i need to fly from kansas city to chicago leaving next wednesday and returning the following day,atis_flight
279,i need a flight from st. petersburg to miami for thursday,atis_flight
280,list the cheapest one way flight from miami florida to charlotte north carolina,atis_flight
281,are there any flights on us air from pittsburgh to atlanta on wednesday,atis_flight
282,what is the least expensive flight from atlanta to boston,atis_flight
283,what are the flights from orlando to kansas city,atis_flight
284,show me the flights from baltimore to dallas,atis_flight
285,show first flight from boston to philadelphia,atis_flight
286,i would like the earliest morning flight from atlanta to philadelphia on wednesday morning,atis_flight
287,list types of aircraft that fly between boston and san francisco,atis_aircraft
288,i want to fly from boston to san francisco,atis_flight
289,first flights from pittsburgh to atlanta on a thursday,atis_flight
290,please list the friday night flights from st. paul to kansas city,atis_flight
291,i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm,atis_flight
292,information on ground transportation from airport to downtown boston,atis_ground_service
293,what flights go from newark to boston after 5 pm,atis_flight
294,what flights go from boston to pittsburgh after 6 o'clock next tuesday,atis_flight
295,i want to fly from boston to baltimore,atis_flight
296,i'd like flights on american from philadelphia to dallas arriving before 1145 am,atis_flight
297,what is the earliest united airlines flight flying from denver to baltimore and arriving on july fourth,atis_flight
298,what flights are available from atlanta to oakland with one way economy fares,atis_flight
299,what planes does united use,atis_aircraft
300,show me the flights from denver to las vegas,atis_flight
301,list the flights between san jose and houston,atis_flight
302,find me flights that are nonstop between boston and dallas,atis_flight
303,find the cheapest one way fare from boston to oakland,atis_airfare
304,i'd like a flight tomorrow from san diego to toronto,atis_flight
305,what are the flights from kansas city to burbank on saturday may twenty two on america west,atis_flight
306,show me the flights from philadelphia to baltimore,atis_flight
307,what are the early weekday flights from san francisco to pittsburgh,atis_flight
308,flights from indianapolis to seattle washington,atis_flight
309,flights from atlanta to washington dc on thursday morning,atis_flight
310,flights from phoenix to las vegas,atis_flight
311,now show me the flights from denver to philadelphia on a saturday,atis_flight
312,please give me the prices for all flights from philadelphia to denver airport next sunday,atis_airfare
313,show me the flights from baltimore to boston,atis_flight
314,on eastern flight 825 flying from atlanta to denver can you tell me what type of aircraft is used on a flight when it leaves at 555,atis_flight
315,what flights from burbank to milwaukee leave burbank tomorrow,atis_flight
316,show all airlines flying from pittsburgh to san francisco,atis_airline
317,is there ground transportation from the milwaukee airport to the downtown area,atis_ground_service
318,i want to fly from atlanta to philadelphia nonstop,atis_flight
319,what is the cheapest flight from washington to san francisco on friday,atis_flight
320,what is the cost for these flights from baltimore to philadelphia,atis_airfare
321,i want to travel from philadelphia to san francisco with a stopover in dallas,atis_flight
322,show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm,atis_flight
323,show me all flights from pittsburgh to dallas,atis_flight
324,dallas to san francisco leaving after 4 in the afternoon please,atis_flight
325,i'm trying to make a connection between denver and san francisco does delta airline fly between those two,atis_flight
326,is there a flight around 3 pm from charlotte to minneapolis,atis_flight
327,flights from long beach to nashville,atis_flight
328,what is the cheapest flight from long beach to memphis,atis_flight
329,show me all the flights from boston to denver that serve lunch,atis_flight
330,what is the latest flight leaving newark for los angeles wednesday,atis_flight
331,flight from philadelphia to dallas arriving before 4 pm on saturday,atis_flight
332,what is fare code f,atis_abbreviation
333,show me the cheapest round trip fare from baltimore to dallas,atis_airfare
334,which northwest flights stop in denver before noon,atis_flight
335,what are the most expensive first class tickets between atlanta and dallas,atis_airfare
336,fly from denver to philadelphia on continental,atis_flight
337,give me nonstop flights from new york city to las vegas,atis_flight
338,what is the cheapest fare one way between pittsburgh and denver,atis_airfare
339,list daily flights from oakland to boston using continental airlines,atis_flight
340,what is the earliest flight that i can get from bwi to boston logan,atis_flight
341,what northwest airline flights leave denver before noon,atis_flight
342,list the nonstop flights from denver to washington dc,atis_flight
343,i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,atis_flight
344,show me the flights from pittsburgh to baltimore,atis_flight
345,is there an atlanta flight to denver connecting,atis_flight
346,what is the cheapest one way ticket from denver to pittsburgh,atis_airfare
347,i want to go between boston and washington early in the morning,atis_flight
348,what are the flights from boston to san francisco,atis_flight
349,what's the last flight leaving from pittsburgh to oakland,atis_flight
350,all round trip flights between new york and miami that are first class,atis_flight
351,show me the flights from boston to pittsburgh on wednesdays and thursdays,atis_flight
352,what are the flights on january first 1992 from boston to san francisco,atis_flight
353,i'd like to have flight from denver to pittsburgh,atis_flight
354,show me all flights arriving to denver from oakland,atis_flight
355,give me the flights from milwaukee to st. louis leaving sunday morning,atis_flight
356,yes what flights will be used on july seventh in the morning from atlanta to boston,atis_flight
357,show me the flights from new york to los angeles with stop in milwaukee,atis_flight
358,show me flights from pittsburgh to san francisco,atis_flight
359,round trip houston to las vegas nonstop,atis_flight
360,what is the earliest flight from ontario to memphis,atis_flight
361,what's the lowest round trip fare from dallas to atlanta,atis_airfare
362,what flights are available from denver to philadelphia on wednesday,atis_flight
363,show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday,atis_airline
364,please show me all the flights from indianapolis to san diego tomorrow,atis_flight
365,list least expensive flight from dallas to baltimore,atis_flight
366,give me the flights from pittsburgh to los angeles thursday evening,atis_flight
367,how much is a first class ticket from washington to san francisco leaving on friday,atis_airfare
368,give me the least expensive first class round trip ticket on us air from cleveland to miami,atis_airfare
369,okay i need to get a flight from houston to seattle,atis_flight
370,what are the flights from kansas city to burbank on saturday may twenty two on southwest,atis_flight
371,all flights from boston to washington,atis_flight
372,show me fares less than 400 dollars for flights from dallas to baltimore,atis_airfare
373,a first class flight to san francisco on american airlines tuesday next week,atis_flight
374,show all flights between san francisco and philadelphia for september fifteenth,atis_flight
375,what is the earliest american airlines flight leaving philadelphia for dallas,atis_flight
376,i want all flights from atlanta to washington dc on thursday,atis_flight
377,what is the earliest flight from boston to philadelphia,atis_flight
378,show me the flights from baltimore to atlanta,atis_flight
379,i need to fly from washington to san francisco but i'd like to stop over at dallas can you tell me a schedule of flights that will do that,atis_flight
380,i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city,atis_flight
381,is there an airport limousine at the atlanta airport,atis_ground_service
382,please list the morning flights from kansas city to atlanta,atis_flight
383,from denver to baltimore,atis_flight
384,what's the cheapest one way flight from denver to pittsburgh,atis_flight
385,show me one way flights from milwaukee to orlando leaving on wednesday morning,atis_flight
386,what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental,atis_flight
387,eastern flight 825 from atlanta to denver leaving at 555 what type of aircraft is used on that flight,atis_flight
388,show me the flights leaving from love field,atis_flight
389,what's the next smallest plane after a turboprop,atis_aircraft
390,give me the flights from baltimore to pittsburgh,atis_flight
391,information on american airline flights from washington to philadelphia early morning times of flight,atis_flight
392,show me flights from baltimore to philadelphia,atis_flight
393,on the flight from baltimore to san francisco on us air leaving at 420 what type of aircraft is used,atis_flight
394,i'd like the earliest flight information from boston to san francisco with a meal,atis_flight
395,which airlines have first class flights today,atis_airline
396,show me ground transportation information for pittsburgh,atis_ground_service
397,show me all flights that go from new york to miami on tuesday and go from miami to new york on sunday,atis_flight
398,information on flights from pittsburgh to philadelphia,atis_flight
399,show me all flights from philadelphia to san francisco with one stop in dallas,atis_flight
400,show me flights from denver to dc on wednesday,atis_flight
401,can you list all round trip flights from orlando to kansas city and then to minneapolis,atis_flight
402,show me the flights from love field,atis_flight
403,i want a nonstop flight from indianapolis to toronto that leaves thursday morning,atis_flight
404,show flights from denver to oakland arriving between 12 and 1 o'clock,atis_flight
405,what are the nonstop flights from kansas city to burbank arriving on saturday may twenty two,atis_flight
406,show me the cheapest round trip fares from san francisco to salt lake city,atis_airfare
407,also show me flights from san francisco to pittsburgh on tuesday,atis_flight
408,what is the cheapest one way fare from san francisco to boston on wednesday august twenty first,atis_airfare
409,show me all flights from san francisco to new york nonstop,atis_flight
410,we're going from denver to san francisco,atis_flight
411,show me the flights from miami to san diego with one stop in denver,atis_flight
412,nonstop or connecting flights from seattle to boston,atis_flight
413,show me flights from denver to boston on tuesday,atis_flight
414,what is the smallest aircraft available to fly on from pittsburgh to baltimore,atis_aircraft
415,show me flights from pittsburgh to dc,atis_flight
416,show me all flights from phoenix to milwaukee on wednesday,atis_flight
417,what are the flights from las vegas to burbank on saturday may twenty two,atis_flight
418,what's the first flight from boston to san francisco,atis_flight
419,show me all flights from new york to miami leaving on a tuesday and returning on sunday,atis_flight
420,please list all flights between boston and san francisco nonstop,atis_flight
421,show me the flights from denver to westchester county,atis_flight
422,show me the flights from westchester county to cincinnati,atis_flight
423,what is the least expensive one way fare from boston to pittsburgh,atis_airfare
424,what airlines fly from boston to san francisco,atis_airline
425,what does code yn mean,atis_abbreviation
426,what flights do you have from baltimore to san francisco,atis_flight
427,is there transportation from the atlanta airport to downtown atlanta,atis_ground_service
428,show me the airfare from pittsburgh to san francisco,atis_airfare
429,give me flights from pittsburgh to baltimore,atis_flight
430,what is the last flight from dallas to boston,atis_flight
431,what flights go from philadelphia to san francisco with a stopover in dallas,atis_flight
432,please give me ground transportation information for denver,atis_ground_service
433,what ground transport is available in charlotte,atis_ground_service
434,what are the flights available between 10 am and 3 pm between pittsburgh and fort worth,atis_flight
435,please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon,atis_aircraft
436,american flights from san francisco please,atis_flight
437,show me the flights from philadelphia to atlanta,atis_flight
438,display all fare codes,atis_airfare
439,round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars,atis_airfare
440,show me the flights next tuesday between philadelphia and san francisco,atis_flight
441,i would like to fly to denver for under 500 dollars please show me the airfares between pittsburgh and denver,atis_flight
442,what is as,atis_abbreviation
443,can you list all the airlines that have flights from boston to san francisco,atis_airline
444,how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,atis_flight
445,show me the flights leaving charlotte to atlanta around 7 pm next tuesday,atis_flight
446,i now need a flight from san jose to houston leaving on sunday the fourth,atis_flight
447,i'd like information on boston to washington,atis_flight
448,what ground transportation is available in pittsburgh,atis_ground_service
449,which airlines fly from boston to washington dc,atis_airline
450,show me the flights from baltimore to boston,atis_flight
451,what flights do you have from boston to pittsburgh on wednesday of next week after 6 pm,atis_flight
452,show me the flights out of love field,atis_flight
453,i need a flight from newark to los angeles leaving tomorrow evening,atis_flight
454,flights from montreal,atis_flight
455,what pm flights are available from philadelphia to pittsburgh,atis_flight
456,show me flights from denver to philadelphia,atis_flight
457,i'd like flight information between boston and washington september third,atis_flight
458,i'd like to fly from minneapolis to long beach two days from today in the early morning,atis_flight
459,show me the flights from atlanta to boston,atis_flight
460,list all the landings at general mitchell international,atis_flight
461,which northwest and united flights go through denver before noon,atis_flight
462,round trip fares from baltimore to philadelphia under 1000 dollars,atis_airfare
463,morning flight from dallas to atlanta,atis_flight
464,what is fare code fn,atis_abbreviation
465,i would like a flight from pittsburgh to san francisco on august twentieth,atis_flight
466,i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights,atis_flight
467,show me all flights from pittsburgh which leave tomorrow and arrive in boston,atis_flight
468,flights from indianapolis to seattle,atis_flight
469,newark to cleveland,atis_flight
470,list flights from boston to san francisco that serve only breakfast,atis_flight
